ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TON,Toncoin,Crypto,emerging,Crypto,0.01,+0.00%,+0.67%,-0.56%,-10.05%,+52%,,,,0.0,,,,,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.67,100.67,0.67,1006.7,6.7,10067.0,67.0,-0.56,99.44,-0.56,994.4,-5.6,9944.0,-56.0,-10.05,89.95,-10.05,899.5,-100.5,8995.0,-1005.0,52.0,152.0,52.0,1520.0,520.0,15200.0,5200.0,"There's a ton of investing advice on TikTok. Most of it is bad, a new study says.",Business Insider,2025-09-28,-0.542,,,,,,,,,7,buy,0.6,"TON has a strong 52% 1Y return and a 0.67% 1W gain, but negative news sentiment of -0.542 and a YTD decline of -10.05% temper confidence.",+52% 1Y return; +0.67% 1W gain; negative news sentiment -0.542; YTD decline -10.05%,,,,,
ALGO,Algorand,Crypto,emerging,Crypto,0.12,-1.33%,+2.78%,+5.05%,-1.26%,+48%,0.784,,,49.63,,,,,-1.33,98.67,-1.33,986.7,-13.3,9867.0,-133.0,2.78,102.78,2.78,1027.8,27.8,10278.0,278.0,5.05,105.05,5.05,1050.5,50.5,10505.0,505.0,-1.26,98.74,-1.26,987.4,-12.6,9874.0,-126.0,48.0,148.0,48.0,1480.0,480.0,14800.0,4800.0,Algorand Officially Debuts on Robinhood US: A Boost for Retail Accessibility,Cryptonews,2026-05-20,0.402,Algorand Soars Double-Digits On Google ‘Post-Quantum Protocols’ Citation,decrypt,2026-04-03,0.0,"Algorand, Stable Lead Double-Digit Altcoin Surge as Bitcoin Tops $69K",decrypt,2026-04-01,0.67,4,buy,0.72,"ALGO shows a 47% 1Y return, +4.08% 1M and +1.82% 1W gains, and a positive catalyst with its official debut on Robinhood US, boosting retail accessibility.",+47% 1Y return; +4.08% 1M momentum; Robinhood US listing; retail accessibility boost,,,,,
MINA,Mina,Crypto,emerging,Crypto,0.05,-5.51%,-4.26%,-11.92%,-32.83%,+25%,0.051,,,7.5,,,,,-5.51,94.49,-5.51,944.9,-55.1,9449.0,-551.0,-4.26,95.74,-4.26,957.4,-42.6,9574.0,-426.0,-11.92,88.08,-11.92,880.8,-119.2,8808.0,-1192.0,-32.83,67.17,-32.83,671.7,-328.3,6717.0,-3283.0,25.0,125.0,25.0,1250.0,250.0,12500.0,2500.0,,,,,,,,,,,,,,,,,,,,,,
MATIC,Polygon,Crypto,infra,Crypto,0.22,+0.00%,+0.00%,+0.00%,+0.00%,+0%,,,,6.83,,,,,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,Why Meta is paying some creators in stablecoins — not cash,Yahoo Finance Video,2026-04-30,0.0,U.S. seizes $500M in Iranian crypto,Yahoo Finance Video,2026-04-30,0.0,"Mastercard Recruits Binance, Ripple and PayPal for Crypto Partner Program",decrypt,2026-03-11,0.0,10,buy,0.45,"MATIC has no price data but a positive news sentiment of 0.118 and a headline about Meta paying creators in stablecoins, which could drive demand for Polygon infrastructure.",positive news sentiment 0.118; Meta stablecoin payments; infrastructure catalyst; no recent price data,,,,,
DOT,Polkadot,Crypto,infra,Crypto,1.11,-3.80%,-8.23%,-9.28%,-44.24%,-1%,1.393,,,160.16,,,,,-3.8,96.2,-3.8,962.0,-38.0,9620.0,-380.0,-8.23,91.77,-8.23,917.7,-82.3,9177.0,-823.0,-9.28,90.72,-9.28,907.2,-92.8,9072.0,-928.0,-44.24,55.76,-44.24,557.6,-442.4,5576.0,-4424.0,-1.0,99.0,-1.0,990.0,-10.0,9900.0,-100.0,"Kalshi Files for XRP, XLM, SOL, SHIB, HBAR, DOGE, & 6 Other Altcoins Perp Futures",CoinGape,2026-06-02,0.0,"Kalshi Eyes Perpetual Futures for XRP, Solana, Dogecoin—And These Altcoins",decrypt,2026-06-01,0.0,Is It Too Late to Buy Polkadot?,Motley Fool,2026-05-30,0.0,,,,,,,,,,
LINK,Chainlink,Crypto,infra,Crypto,8.62,-4.73%,-4.11%,-6.05%,-31.52%,+18%,4.654,,,548.74,,,,,-4.73,95.27,-4.73,952.7,-47.3,9527.0,-473.0,-4.11,95.89,-4.11,958.9,-41.1,9589.0,-411.0,-6.05,93.95,-6.05,939.5,-60.5,9395.0,-605.0,-31.52,68.48,-31.52,684.8,-315.2,6848.0,-3152.0,18.0,118.0,18.0,1180.0,180.0,11800.0,1800.0,"Kalshi Files for XRP, XLM, SOL, SHIB, HBAR, DOGE, & 6 Other Altcoins Perp Futures",CoinGape,2026-06-02,0.0,"Kalshi Eyes Perpetual Futures for XRP, Solana, Dogecoin—And These Altcoins",decrypt,2026-06-01,0.0,1 Reason to Buy Chainlink (LINK) Right Now -- and 1 Reason to Wait,Motley Fool,2026-06-01,0.0,6,buy,0.65,"LINK has a 19% 1Y return and a market cap of £4.7B, with a neutral news sentiment and potential catalyst from Kalshi filing for LINK perp futures, despite recent 1M decline of -5.28%.",+19% 1Y return; £4.7B market cap; Kalshi perp futures filing; neutral news sentiment,,,,,
DOGE,Dogecoin,Crypto,meme,Crypto,0.1,-5.38%,-3.92%,-11.92%,-24.60%,+17%,12.069,,,1348.38,,,,,-5.38,94.62,-5.38,946.2,-53.8,9462.0,-538.0,-3.92,96.08,-3.92,960.8,-39.2,9608.0,-392.0,-11.92,88.08,-11.92,880.8,-119.2,8808.0,-1192.0,-24.6,75.4,-24.6,754.0,-246.0,7540.0,-2460.0,17.0,117.0,17.0,1170.0,170.0,11700.0,1700.0,"Kalshi Files for XRP, XLM, SOL, SHIB, HBAR, DOGE, & 6 Other Altcoins Perp Futures",CoinGape,2026-06-02,0.0,"Bitcoin, XRP Fall, Ethereum, Dogecoin Flat As Israel-Hezbollah War Threatens Iran Deal: 'Critical' Cluster Could Decide BTC's Next Move, Says Analyst",Benzinga,2026-06-02,-0.832,"Top Cryptocurrencies Mixed; Bitcoin Drops Below $72,000",MT Newswires,2026-06-01,0.202,,,,,,,,,,
PEPE,Pepe,Crypto,meme,Crypto,0.0,+0.00%,+0.00%,+0.00%,+0.00%,+0%,,,,0.0,,,,,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,,,,,,,,,,,,,9,buy,0.5,"PEPE has no price data or news, but as a meme coin with high beta potential, it could see sharp moves if social sentiment turns positive.",meme coin high beta; no recent price data; zero returns YTD; speculative social sentiment,,,,,
LMT,Lockheed Martin,Defence,us-primes,NYSE,513.34,-0.71%,-3.04%,-0.28%,+4.50%,+8%,87.896,0.1,24.85,1.51,267.0,1.32,hold,2.62,-0.71,99.29,-0.71,992.9,-7.1,9929.0,-71.0,-3.04,96.96,-3.04,969.6,-30.4,9696.0,-304.0,-0.28,99.72,-0.28,997.2,-2.8,9972.0,-28.0,4.5,104.5,4.5,1045.0,45.0,10450.0,450.0,8.0,108.0,8.0,1080.0,80.0,10800.0,800.0,RTX Outperforms Industry in the Past 6 Months: Should You Buy?,Zacks,2026-06-02,0.0,Is Aegis Driving Lockheed Martin's Growth in the Naval Combat Market?,Zacks,2026-06-02,0.052,BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,Zacks,2026-06-02,0.0,,,,,,,,,,
RTX,RTX Corporation,Defence,us-primes,NYSE,173.4,-0.78%,-3.11%,+0.71%,-6.70%,+27%,173.415,0.301,32.47,5.49,159.0,1.07,buy,1.91,-0.78,99.22,-0.78,992.2,-7.8,9922.0,-78.0,-3.11,96.89,-3.11,968.9,-31.1,9689.0,-311.0,0.71,100.71,0.71,1007.1,7.1,10071.0,71.0,-6.7,93.3,-6.7,933.0,-67.0,9330.0,-670.0,27.0,127.0,27.0,1270.0,270.0,12700.0,2700.0,The Only Public Space Stock Even Elon Musk Can’t Dismiss,24/7 Wall St.,2026-06-02,0.0,RTX Outperforms Industry in the Past 6 Months: Should You Buy?,Zacks,2026-06-02,0.0,Is Aegis Driving Lockheed Martin's Growth in the Naval Combat Market?,Zacks,2026-06-02,0.052,,,,,,,,,,
NOC,Northrop Grumman,Defence,us-primes,NYSE,535.3,-0.85%,-3.44%,-5.17%,-7.90%,+10%,56.463,-0.113,16.77,0.83,174.0,1.23,buy,1.96,-0.85,99.15,-0.85,991.5,-8.5,9915.0,-85.0,-3.44,96.56,-3.44,965.6,-34.4,9656.0,-344.0,-5.17,94.83,-5.17,948.3,-51.7,9483.0,-517.0,-7.9,92.1,-7.9,921.0,-79.0,9210.0,-790.0,10.0,110.0,10.0,1100.0,100.0,11000.0,1000.0,The Only Public Space Stock Even Elon Musk Can’t Dismiss,24/7 Wall St.,2026-06-02,0.0,"L3Harris, Northrop Win Pentagon Contracts. Karman Bolsters AI Efforts.",Investor's Business Daily,2026-06-02,0.586,Is It Too Late To Consider Northrop Grumman (NOC) After Recent Share Price Softness?,Simply Wall St.,2026-06-02,0.296,,,,,,,,,,
GD,General Dynamics,Defence,us-primes,NYSE,336.88,-0.55%,-2.25%,-3.50%,-1.04%,+23%,67.654,0.345,21.23,1.34,180.0,1.15,buy,2.17,-0.55,99.45,-0.55,994.5,-5.5,9945.0,-55.0,-2.25,97.75,-2.25,977.5,-22.5,9775.0,-225.0,-3.5,96.5,-3.5,965.0,-35.0,9650.0,-350.0,-1.04,98.96,-1.04,989.6,-10.4,9896.0,-104.0,23.0,123.0,23.0,1230.0,230.0,12300.0,2300.0,BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,Zacks,2026-06-02,0.0,3 Industrials Stocks We Find Risky,StockStory,2026-06-02,-0.202,3 Reasons GD is Risky and 1 Stock to Buy Instead,StockStory,2026-06-01,-0.202,,,,,,,,,,
HII,Huntington Ingalls Industries,Defence,us-primes,NYSE,293.97,-0.51%,-8.01%,-18.75%,-15.32%,+30%,8.602,0.287,19.11,0.51,186.0,2.63,buy,2.25,-0.51,99.49,-0.51,994.9,-5.1,9949.0,-51.0,-8.01,91.99,-8.01,919.9,-80.1,9199.0,-801.0,-18.75,81.25,-18.75,812.5,-187.5,8125.0,-1875.0,-15.32,84.68,-15.32,846.8,-153.2,8468.0,-1532.0,30.0,130.0,30.0,1300.0,300.0,13000.0,3000.0,Is Aegis Driving Lockheed Martin's Growth in the Naval Combat Market?,Zacks,2026-06-02,0.052,Is Lockheed Martin Stock Underperforming the Dow?,Barchart,2026-06-01,0.0,Here's Why Huntington Ingalls (HII) is a Strong Value Stock,Zacks,2026-06-01,0.691,,,,,,,,,,
LHX,L3Harris Technologies,Defence,us-primes,NYSE,308.57,-1.46%,-1.56%,-0.02%,+1.70%,+27%,42.69,0.746,33.58,1.39,162.0,1.56,buy,1.62,-1.46,98.54,-1.46,985.4,-14.6,9854.0,-146.0,-1.56,98.44,-1.56,984.4,-15.6,9844.0,-156.0,-0.02,99.98,-0.02,999.8,-0.2,9998.0,-2.0,1.7,101.7,1.7,1017.0,17.0,10170.0,170.0,27.0,127.0,27.0,1270.0,270.0,12700.0,2700.0,How The L3Harris Technologies (LHX) Investment Story Is Evolving With Recent Developments,Simply Wall St.,2026-06-02,0.0,"Top Analyst Reports for Microsoft, Dell & Thermo Fisher",Zacks,2026-06-01,0.202,Can GE's Growth Investments Create Long-Term Value for Investors?,Zacks,2026-05-29,0.727,,,,,,,,,,
BA,Boeing,Defence,us-primes,NYSE,216.4,-3.41%,-1.14%,-2.21%,-4.99%,+5%,126.684,1.207,85.53,7.07,,0.21,buy,1.63,-3.41,96.59,-3.41,965.9,-34.1,9659.0,-341.0,-1.14,98.86,-1.14,988.6,-11.4,9886.0,-114.0,-2.21,97.79,-2.21,977.9,-22.1,9779.0,-221.0,-4.99,95.01,-4.99,950.1,-49.9,9501.0,-499.0,5.0,105.0,5.0,1050.0,50.0,10500.0,500.0,RTX Outperforms Industry in the Past 6 Months: Should You Buy?,Zacks,2026-06-02,0.0,BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,Zacks,2026-06-02,0.0,Is It Worth Investing in Boeing (BA) Based on Wall Street's Bullish Views?,Zacks,2026-06-02,0.226,,,,,,,,,,
BA.L,BAE Systems,Defence,uk-european,LSE,1908.5,-0.65%,-4.10%,-8.11%,+8.82%,-2%,0.56,-0.058,28.07,7.09,189.0,,buy,2.28,-0.65,99.35,-0.65,993.5,-6.5,9935.0,-65.0,-4.1,95.9,-4.1,959.0,-41.0,9590.0,-410.0,-8.11,91.89,-8.11,918.9,-81.1,9189.0,-811.0,8.82,108.82,8.82,1088.2,88.2,10882.0,882.0,-2.0,98.0,-2.0,980.0,-20.0,9800.0,-200.0,MDA Space Up 2.8% In US Premarket As Says Selected by BAE Systems For Constellation program,MT Newswires,2026-06-02,0.0,A Look At DXC Technology’s Valuation As New Telenor And BAE Systems Partnerships Take Shape,Simply Wall St.,2026-05-28,0.0,European Stocks Close Lower in Thursday Trading; Defense Stocks Rally as US-Iran Tensions Persist,MT Newswires,2026-05-28,-0.527,,,,,,,,,,
RR.L,Rolls-Royce Holdings,Defence,uk-european,LSE,1280.6,+0.61%,+1.54%,+6.54%,+6.99%,+42%,1.062,1.2,18.56,37.15,75.0,,buy,1.7,0.61,100.61,0.61,1006.1,6.1,10061.0,61.0,1.54,101.54,1.54,1015.4,15.4,10154.0,154.0,6.54,106.54,6.54,1065.4,65.4,10654.0,654.0,6.99,106.99,6.99,1069.9,69.9,10699.0,699.0,42.0,142.0,42.0,1420.0,420.0,14200.0,4200.0,Rolls-Royce updates Spectre EV — one of the few luxury EVs performing well,Yahoo Finance,2026-06-02,0.273,Erewhon sued in Culver City over a rent dispute,LA Times,2026-05-30,-0.402,European Stocks Close Lower in Thursday Trading; Defense Stocks Rally as US-Iran Tensions Persist,MT Newswires,2026-05-28,-0.527,,,,,,,,,,
QQ.L,QinetiQ Group,Defence,uk-european,LSE,482.0,+0.21%,-0.41%,+9.05%,+8.47%,-9%,0.025,0.313,24.1,2.06,228.0,,buy,1.82,0.21,100.21,0.21,1002.1,2.1,10021.0,21.0,-0.41,99.59,-0.41,995.9,-4.1,9959.0,-41.0,9.05,109.05,9.05,1090.5,90.5,10905.0,905.0,8.47,108.47,8.47,1084.7,84.7,10847.0,847.0,-9.0,91.0,-9.0,910.0,-90.0,9100.0,-900.0,UK Stocks That May Be Trading Below Fair Value In June 2026,Simply Wall St.,2026-06-02,0.572,Top UK Growth Companies With High Insider Ownership In May 2026,Simply Wall St.,2026-05-22,0.527,QinetiQ Group PLC (QNTQF) Full Year 2026 Earnings Call Highlights: Record Order Intake and ...,GuruFocus.com,2026-05-21,0.0,,,,,,,,,,
PLTR,Palantir Technologies,Defence,cyber-intel,NYSE,153.09,-3.20%,+12.07%,+4.83%,-8.80%,+21%,272.54,1.521,173.96,46.59,,3.31,buy,1.9,-3.2,96.8,-3.2,968.0,-32.0,9680.0,-320.0,12.07,112.07,12.07,1120.7,120.7,11207.0,1207.0,4.83,104.83,4.83,1048.3,48.3,10483.0,483.0,-8.8,91.2,-8.8,912.0,-88.0,9120.0,-880.0,21.0,121.0,21.0,1210.0,210.0,12100.0,2100.0,Palantir Leads Software Stocks as Earnings Revisions Improve,GuruFocus.com,2026-06-02,0.44,"Palantir, XAI, PayPal, and Robinhood stock analysis",Stocktwits,2026-06-02,0.0,"Software stocks whipsaw amid AI fears, as Anthropic IPO looms",Investing.com,2026-06-02,-0.527,,,,,,,,,,
LDOS,Leidos Holdings,Defence,cyber-intel,NYSE,125.63,-2.20%,-1.94%,-15.58%,-31.36%,-12%,11.735,0.57,11.49,1.18,135.0,4.04,buy,2.12,-2.2,97.8,-2.2,978.0,-22.0,9780.0,-220.0,-1.94,98.06,-1.94,980.6,-19.4,9806.0,-194.0,-15.58,84.42,-15.58,844.2,-155.8,8442.0,-1558.0,-31.36,68.64,-31.36,686.4,-313.6,6864.0,-3136.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,"Leidos Holdings, Inc. (LDOS) Is a Trending Stock: Facts to Know Before Betting on It",Zacks,2026-05-29,0.0,"Jim Cramer on Leidos: “Stock Is in Freefall, That Makes No Sense to Me”",Insider Monkey,2026-05-29,-0.296,A Look At Leidos Holdings (LDOS) Valuation After New State Department Evolve Contract Awards,Simply Wall St.,2026-05-28,0.459,,,,,,,,,,
CACI,CACI International,Defence,cyber-intel,NYSE,518.8,-2.30%,+3.53%,+1.02%,-3.46%,+23%,8.511,0.538,21.44,0.29,,8.2,buy,1.56,-2.3,97.7,-2.3,977.0,-23.0,9770.0,-230.0,3.53,103.53,3.53,1035.3,35.3,10353.0,353.0,1.02,101.02,1.02,1010.2,10.2,10102.0,102.0,-3.46,96.54,-3.46,965.4,-34.6,9654.0,-346.0,23.0,123.0,23.0,1230.0,230.0,12300.0,2300.0,Is It Time To Reassess CACI International (CACI) After Its Strong Multi‑Year Share Price Run?,Simply Wall St.,2026-06-01,0.67,CACI International Inc (CACI) Price Target Cut to $555 as Citi Flags Defense Sector Slowdown,Insider Monkey,2026-05-28,-0.153,Why Is CACI International (CACI) Down 6.9% Since Last Earnings Report?,Zacks,2026-05-22,0.0,,,,,,,,,,
SAIC,Science Applications International,Defence,cyber-intel,NYSE,112.44,-1.04%,+10.93%,+16.09%,+11.89%,+11%,3.599,,12.63,0.59,129.0,7.5,hold,2.82,-1.04,98.96,-1.04,989.6,-10.4,9896.0,-104.0,10.93,110.93,10.93,1109.3,109.3,11093.0,1093.0,16.09,116.09,16.09,1160.9,160.9,11609.0,1609.0,11.89,111.89,11.89,1118.9,118.9,11189.0,1189.0,11.0,111.0,11.0,1110.0,110.0,11100.0,1100.0,"Company News for Jun 2, 2026",Zacks,2026-06-02,0.0,"SAIC Q1 Deep Dive: Margin Expansion, Portfolio Realignment, and Civil Segment Leadership Change",StockStory,2026-06-02,0.0,A Look At SAIC (SAIC) Valuation After Strong Q1 Results And Upgraded Fiscal 2027 Guidance,Simply Wall St.,2026-06-02,0.511,6,buy,0.78,"YTD +11.52% with 1M momentum +15.70% and 1W +10.57%; P/E of 12.59 is attractively low, though analyst consensus is 'hold' (score 2.82) and short interest 7.5%.",1M momentum +15.70%; 1W momentum +10.57%; low P/E 12.59; YTD +11.52%,,,,,
BAH,Booz Allen Hamilton,Defence,cyber-intel,NYSE,79.9,-4.85%,-0.01%,+2.65%,-5.15%,-20%,7.106,0.319,11.58,1.81,281.0,7.39,hold,2.87,-4.85,95.15,-4.85,951.5,-48.5,9515.0,-485.0,-0.01,99.99,-0.01,999.9,-0.1,9999.0,-1.0,2.65,102.65,2.65,1026.5,26.5,10265.0,265.0,-5.15,94.85,-5.15,948.5,-51.5,9485.0,-515.0,-20.0,80.0,-20.0,800.0,-200.0,8000.0,-2000.0,"Intel downgraded, Marvell upgraded: Wall Street's top analyst calls",The Fly,2026-05-26,0.202,"Company News for May 26, 2026",Zacks,2026-05-26,0.0,"Here Are Tuesday’s Top Wall Street Analyst Research Calls: Albemarle, Booz Allen Hamilton, Cigna, DT Midstream, GE Vernova, Intel, Okta, Travelers, Occidental Petroleum, and More",24/7 Wall St.,2026-05-26,0.202,,,,,,,,,,
AVAV,AeroVironment,Defence,drones,NASDAQ,199.49,-1.76%,+9.45%,+10.67%,-22.13%,+10%,7.497,1.355,,1.49,,12.11,buy,1.63,-1.76,98.24,-1.76,982.4,-17.6,9824.0,-176.0,9.45,109.45,9.45,1094.5,94.5,10945.0,945.0,10.67,110.67,10.67,1106.7,106.7,11067.0,1067.0,-22.13,77.87,-22.13,778.7,-221.3,7787.0,-2213.0,10.0,110.0,10.0,1100.0,100.0,11000.0,1000.0,Top 5 Stocks That Will Profit From the Silicon Valley Defense Tech Surge,24/7 Wall St.,2026-06-02,0.637,1 Mid-Cap Stock to Target This Week and 2 We Avoid,StockStory,2026-06-01,-0.296,A Look At AeroVironment (AVAV) Valuation After Major New US Government Contracts And Expansion Plans,Simply Wall St.,2026-06-01,0.0,10,buy,0.65,"1M momentum +10.56% and 1W +9.34% with analyst score 1.63 ('buy') and positive news sentiment 0.199, but YTD -22.21% and short interest of 12.11% are risks.",1M momentum +10.56%; 1W momentum +9.34%; analyst score 1.63 (buy); positive news sentiment 0.199,,,,,
KTOS,Kratos Defense,Defence,drones,NASDAQ,62.52,-1.85%,+10.07%,+0.95%,-21.15%,+62%,8.706,1.062,367.76,4.31,,8.03,none,,-1.85,98.15,-1.85,981.5,-18.5,9815.0,-185.0,10.07,110.07,10.07,1100.7,100.7,11007.0,1007.0,0.95,100.95,0.95,1009.5,9.5,10095.0,95.0,-21.15,78.85,-21.15,788.5,-211.5,7885.0,-2115.0,62.0,162.0,62.0,1620.0,620.0,16200.0,6200.0,Top 5 Stocks That Will Profit From the Silicon Valley Defense Tech Surge,24/7 Wall St.,2026-06-02,0.637,"ONDS Stock Could Have Made You A Millionaire If You Invested $100,000 A Year Ago, Thanks To Drone Defense Boom",Stocktwits,2026-06-01,0.527,Why Kratos (KTOS) Is Up 14.2% After Pentagon Eyes Funding For Domestic Drone Production,Simply Wall St.,2026-05-31,0.0,,,,,,,,,,
RCAT,Red Cat Holdings,Defence,drones,NASDAQ,15.3,+3.27%,+56.60%,+39.09%,+67.03%,+114%,1.729,1.216,,16.63,,21.01,strong_buy,1.17,3.27,103.27,3.27,1032.7,32.7,10327.0,327.0,56.6,156.6,56.6,1566.0,566.0,15660.0,5660.0,39.09,139.09,39.09,1390.9,390.9,13909.0,3909.0,67.03,167.03,67.03,1670.3,670.3,16703.0,6703.0,114.0,214.0,114.0,2140.0,1140.0,21400.0,11400.0,Top 5 Stocks That Will Profit From the Silicon Valley Defense Tech Surge,24/7 Wall St.,2026-06-02,0.637,"ONDS Stock Could Have Made You A Millionaire If You Invested $100,000 A Year Ago, Thanks To Drone Defense Boom",Stocktwits,2026-06-01,0.527,"Red Cat (RCAT) Adds 54% This Week on Govt Defense, Drone Funding",Insider Monkey,2026-06-01,0.128,1,strong_buy,0.85,"YTD +67.69%, 1M momentum +39.64% and 1W +57.22% with analyst consensus 'strong_buy' (score 1.17) and positive news sentiment 0.258.",1M momentum +39.64%; 1W momentum +57.22%; strong_buy consensus score 1.17; positive news sentiment 0.258,,,,,
TXT,Textron,Defence,drones,NYSE,91.37,+3.52%,-1.41%,+0.47%,+4.99%,+20%,11.799,0.934,17.44,1.4,9.0,3.5,buy,2.29,3.52,103.52,3.52,1035.2,35.2,10352.0,352.0,-1.41,98.59,-1.41,985.9,-14.1,9859.0,-141.0,0.47,100.47,0.47,1004.7,4.7,10047.0,47.0,4.99,104.99,4.99,1049.9,49.9,10499.0,499.0,20.0,120.0,20.0,1200.0,200.0,12000.0,2000.0,3 Industrials Stocks We Find Risky,StockStory,2026-06-02,-0.202,Q1 Earnings Roundup: Textron (NYSE:TXT) And The Rest Of The Aerospace Segment,StockStory,2026-05-29,0.0,Strength in Defense Aerospace Drives RBC Bearings: Can the Momentum Sustain?,Zacks,2026-05-22,0.572,,,,,,,,,,
RKLB,Rocket Lab USA,Defence,space,NASDAQ,123.03,+0.70%,-14.09%,+53.19%,+61.90%,+358%,52.887,2.313,,25.55,,5.81,buy,1.61,0.7,100.7,0.7,1007.0,7.0,10070.0,70.0,-14.09,85.91,-14.09,859.1,-140.9,8591.0,-1409.0,53.19,153.19,53.19,1531.9,531.9,15319.0,5319.0,61.9,161.9,61.9,1619.0,619.0,16190.0,6190.0,358.0,458.0,358.0,4580.0,3580.0,45800.0,35800.0,The Only Public Space Stock Even Elon Musk Can’t Dismiss,24/7 Wall St.,2026-06-02,0.0,Rocket Lab (RKLB): 3 Reasons We Love This Stock,StockStory,2026-06-02,0.637,Space Stocks Slide Again As ETF Drops Nearly 10% In Two Days,GuruFocus.com,2026-06-02,0.0,3,buy,0.8,"1Y return +358% and YTD +66.52% with 1M momentum +57.56%, driven by SpaceX IPO frenzy boosting space stocks; analyst score 1.61 (buy), beta 2.313.",1M momentum +57.56%; 1Y return +358%; SpaceX IPO catalyst; analyst score 1.61 (buy),,,,,
PL,Planet Labs,Defence,space,NYSE,48.42,+4.14%,+0.22%,+25.65%,+137.26%,+1110%,12.827,1.914,,13.4,,11.35,buy,2.0,4.14,104.14,4.14,1041.4,41.4,10414.0,414.0,0.22,100.22,0.22,1002.2,2.2,10022.0,22.0,25.65,125.65,25.65,1256.5,256.5,12565.0,2565.0,137.26,237.26,137.26,2372.6,1372.6,23726.0,13726.0,1110.0,1210.0,1110.0,12100.0,11100.0,121000.0,111000.0,"Virgin Galactic Crashes 32% on Settlement Dilution Fears, AST SpaceMobile Rises 10%, Planet Labs Climbs 9%",24/7 Wall St.,2026-06-02,-0.421,Sheikh Ahmed Dalmook Al Maktoum’s Inmā Emirates Holdings Launches Grant Program To Help Scale Climate Resilience Ventures,Exec Edge,2026-06-02,0.637,Rocket Lab (RKLB) Loses 14.7% on Explosion News,Insider Monkey,2026-06-02,-0.318,4,buy,0.75,1Y return +1110% and YTD +146.15% with 1D momentum +8.04% and 1M +30.36%; analyst consensus 'buy' (score 2.0) though high short interest at 11.35%.,1Y return +1110%; YTD +146.15%; 1D momentum +8.04%; news sentiment 0.064,,,,,
ASTS,AST SpaceMobile,Defence,space,NASDAQ,116.29,+10.86%,-2.85%,+69.94%,+39.32%,+320%,33.51,2.598,,18.83,,17.6,hold,2.82,10.86,110.86,10.86,1108.6,108.6,11086.0,1086.0,-2.85,97.15,-2.85,971.5,-28.5,9715.0,-285.0,69.94,169.94,69.94,1699.4,699.4,16994.0,6994.0,39.32,139.32,39.32,1393.2,393.2,13932.0,3932.0,320.0,420.0,320.0,4200.0,3200.0,42000.0,32000.0,Space Stocks Slide Again As ETF Drops Nearly 10% In Two Days,GuruFocus.com,2026-06-02,0.0,"Virgin Galactic Crashes 32% on Settlement Dilution Fears, AST SpaceMobile Rises 10%, Planet Labs Climbs 9%",24/7 Wall St.,2026-06-02,-0.421,The SpaceX IPO Is Whipping Space Stocks Into a Frenzy,Barrons.com,2026-06-02,-0.318,5,buy,0.72,"1Y return +320% and 1M momentum +69.21% despite negative news sentiment -0.258 and high short interest 17.6%, but analyst score suggests caution (2.82 hold).",1M momentum +69.21%; 1Y return +320%; YTD +38.72%; SpaceX IPO space stock catalyst,,,,,
